Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4792948;;0;267.29;0;2.67;1;CC(=O)Nc1nc2ccccn2c1-c1ccc(O)cc1;IC50;'=';34000.0;nM;4.47;;;UO_0000065;16.72;0.31;1.80;6.71;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4746931;;0;225.25;0;2.29;2;Nc1nc2ccccn2c1-c1ccc(O)cc1;IC50;'=';24000.0;nM;4.62;;;UO_0000065;20.51;0.37;2.33;7.27;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4745914;;0;293.25;0;3.31;7;Nc1nc2ccc(C(F)(F)F)cn2c1-c1ccc(O)cc1;IC50;'=';48000.0;nM;4.32;;;UO_0000065;14.73;0.28;1.01;6.80;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4761706;;0;293.25;0;3.31;8;Nc1nc2cc(C(F)(F)F)ccn2c1-c1ccc(O)cc1;IC50;'=';42000.0;nM;4.38;;;UO_0000065;14.92;0.28;1.07;6.89;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4743789;;0;239.28;0;2.60;10;Cc1ccc2nc(N)c(-c3ccc(O)cc3)n2c1;IC50;'=';39000.0;nM;4.41;;;UO_0000065;18.43;0.33;1.81;6.94;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4793771;;0;467.93;0;3.40;L25;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccc2Cl)CC1;IC50;'=';3400.0;nM;5.47;;;UO_0000065;11.69;0.23;2.07;7.18;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4872324;;0;397.86;0;2.72;B6;O=C(c1ccccc1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1;Inhibition;'=';18.59;%;;;;UO_0000187;;;;;0;CHEMBL4811988;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay relative to control;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4435850;;0;293.32;0;3.88;C17;NCc1ccc(OC(=O)Oc2ccc3ccccc3c2)cc1;Inhibition;;;%;;;Active;UO_0000187;;;;;0;CHEMBL4372644;Inhibition of USP7 in human MCF7 cells assessed as accumulation of K48-Ub protein at 50 uM after 4 hrs by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;MCF7;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;CHEMBL3308403;
CHEMBL4795016;;0;478.48;0;2.66;L20;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccc2[N+](=O)[O-])CC1;IC50;;;;;;Not Determined;;;;;;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4287721;;0;515.61;1;2.84;33;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CO)cc4)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';40.0;nM;7.40;;;UO_0000065;14.35;0.27;4.56;6.52;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4280922;;0;446.55;0;3.53;37;C[C@H](CC(=O)N1CCC(O)(Cn2cnc(Nc3ccccc3)cc2=O)CC1)c1ccccc1;IC50;'=';1900.0;nM;5.72;;;UO_0000065;12.81;0.24;2.19;6.54;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4276903;;0;476.40;0;3.21;10;O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3scc(Br)c3c2=O)CC1;IC50;'=';34000.0;nM;4.47;;;UO_0000065;9.38;0.21;1.26;5.92;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4282783;;0;503.58;1;3.48;24;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccccc4F)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';90.0;nM;7.05;;;UO_0000065;13.99;0.26;3.57;7.56;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4284325;;0;584.72;1;3.18;31;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4cccc(CN5CCOCC5)c4)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';250.0;nM;6.60;;;UO_0000065;11.29;0.21;3.42;6.24;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4792948;;0;267.29;0;2.67;1;CC(=O)Nc1nc2ccccn2c1-c1ccc(O)cc1;Activity;;;;;;Active;;;;;;0;CHEMBL4728088;Binding affinity to USP7 (unknown origin) by 1H-1H-NOESY experiment based analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4781213;;0;239.28;0;2.60;11;Cc1ccn2c(-c3ccc(O)cc3)c(N)nc2c1;IC50;'=';27000.0;nM;4.57;;;UO_0000065;19.09;0.35;1.97;7.19;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4867007;;0;439.94;0;3.60;B13;CC(CC(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1)c1ccccc1;IC50;'=';6788.0;nM;5.17;;;UO_0000065;11.75;0.23;1.57;6.85;0;CHEMBL4811987;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4744346;;0;512.38;1;3.51;L28;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccc2Br)CC1;IC50;'=';3100.0;nM;5.51;;;UO_0000065;10.75;0.23;2.00;7.23;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4740883;;0;454.89;0;2.80;L5;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2ncccc2Cl)CC1;Inhibition;'=';32.0;%;;;;UO_0000187;;;;;0;CHEMBL4687434;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 10 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 10.0 microM | TIME = 2.5 hr
CHEMBL4781132;;0;426.48;0;2.21;L12;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2nccs2)CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4741660;;0;492.94;0;3.27;L47;N#Cc1cc(Cl)ccc1CN1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1;IC50;'=';11400.0;nM;4.94;;;UO_0000065;10.03;0.19;1.67;4.94;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4763574;;0;502.38;1;4.06;L39;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2c(Cl)cccc2Cl)CC1;Inhibition;'=';17.1;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4435850;;0;293.32;0;3.88;C17;NCc1ccc(OC(=O)Oc2ccc3ccccc3c2)cc1;Activity;;;;;;Active;;;;;;0;CHEMBL4372646;Inhibition of USP7 in human MCF7 cells assessed as increase in p53 expression at 25 uM after 4 hrs by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;MCF7;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;CHEMBL3308403;
CHEMBL4775984;;0;434.48;0;2.14;L17;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccncc2)CC1;Inhibition;'=';14.3;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4752847;;0;451.48;0;2.89;L23;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccccc2F)CC1;Inhibition;'=';59.6;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4776603;;0;535.93;1;4.42;L46;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccc(Cl)cc2C(F)(F)F)CC1;Inhibition;'=';41.2;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4750176;;0;628.65;1;2.80;CP4;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1.O=C(O)C(F)(F)F;Inhibition;'=';92.4;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4786960;;0;447.51;0;3.06;L34;Cc1ccc(CN2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)cc1;Inhibition;'=';23.1;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4867446;;0;427.89;0;2.48;B11;O=C(COc1ccccc1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1;Inhibition;'=';22.71;%;;;;UO_0000187;;;;;0;CHEMBL4811988;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay relative to control;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4846845;;0;423.90;0;3.12;B27;O=C(/C=C/c1ccccc1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1;Inhibition;'=';32.64;%;;;;UO_0000187;;;;;0;CHEMBL4811988;Inhibition of recombinant USP7 catalytic domain (unknown origin) using UbA10 as substrate incubated with substrate for 75 mins followed by compound addition and measured after 1 hr by TR-FRET assay relative to control;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4811235;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 1.0 hr
CHEMBL4785626;;0;458.50;0;2.62;L30;N#Cc1ccccc1CN1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1;IC50;'=';8100.0;nM;5.09;;;UO_0000065;11.10;0.20;2.47;5.09;0;CHEMBL4687433;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 2.5 hr
CHEMBL4764026;;0;546.34;1;2.75;L7;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2ncccc2I)CC1;Inhibition;'=';32.0;%;;;;UO_0000187;;;;;0;CHEMBL4687434;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 10 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 10.0 microM | TIME = 2.5 hr
CHEMBL4791311;;0;498.54;1;2.39;L13;CCOC(=O)c1csc(N2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)n1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687434;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 10 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 10.0 microM | TIME = 2.5 hr
CHEMBL4800302;;0;420.45;0;2.15;L1;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2ccccn2)CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4776220;;0;499.34;0;2.91;L6;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(c2ncccc2Br)CC1;Inhibition;'=';43.3;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4791311;;0;498.54;1;2.39;L13;CCOC(=O)c1csc(N2CCC(O)(Cn3cnc4c(cnn4-c4ccc(F)cc4)c3=O)CC2)n1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
CHEMBL4790525;;0;467.93;0;3.40;L27;O=c1c2cnn(-c3ccc(F)cc3)c2ncn1CC1(O)CCN(Cc2ccc(Cl)cc2)CC1;Inhibition;'=';60.6;%;;;;UO_0000187;;;;;0;CHEMBL4687435;Inhibition of recombinant human N-terminal His6-tagged full length USP7 expressed in baculovirus infected Sf21 cells at 1 uM using monoubiquitinated ubiquitin-rhodamine as substrate incubated for 30 mins followed by Ub-Rho addition and measured after 2 hrs by spectrophotometry relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;Sf21;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4680269;1;Scientific Literature;Eur J Med Chem;2020;None;Dose = 1.0 microM | TIME = 2.5 hr
